Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
JAGITYAL,JAGITYAL,GOLLAPALLY,CHILAVAKODOOR,YESHWANTHRAOPET,2,COMMERCIAL,22,21,3693.0,54.84
JAGITYAL,JAGITYAL,GOLLAPALLY,GOLLAPALLY,AGGIMALLA,2,COMMERCIAL,19,15,2821.0,44.86
JAGITYAL,JAGITYAL,Jagitial Town,POLASA,THIMMAPOOR II,2,COMMERCIAL,31,30,2030.0,66.882
JAGITYAL,JAGITYAL,Jagitial Town,POLASA,THIPPANNAPET,2,COMMERCIAL,66,54,11812.0,201.04
JAGITYAL,JAGITYAL,Jagitial Town,POLASA,ZABITHAPOOR,2,COMMERCIAL,99,89,12188.0,211.475
JAGITYAL,JAGITYAL,MALLIAL,KODIMIAL,CHINTALAPALLY,2,COMMERCIAL,3,3,45.0,3.99
JAGITYAL,JAGITYAL,MALLIAL,KODIMIAL,DABBUTHIMMAIAHPALLY,2,COMMERCIAL,50,48,3445.0,71.359
JAGITYAL,JAGITYAL,MALLIAL,KODIMIAL,DAMMAIAHPET,2,COMMERCIAL,8,8,277.0,10.105
JAGITYAL,JAGITYAL,MALLIAL,KODIMIAL,GANGARAM THANDA,2,COMMERCIAL,5,4,57.0,5.0
JAGITYAL,JAGITYAL,MALLIAL,KODIMIAL,HIMMATHRAOPET,2,COMMERCIAL,43,42,4368.0,66.39
JAGITYAL,JAGITYAL,MALLIAL,KODIMIAL,KODIMYAL,2,COMMERCIAL,507,464,42217.0,795.404
JAGITYAL,JAGITYAL,MALLIAL,KODIMIAL,KONAPOOR (PK),2,COMMERCIAL,24,22,627.0,26.54
JAGITYAL,METPALLY,MALLAPOOR,MEDIPALLY-IBP,SATHAKKAPALLY,2,COMMERCIAL,22,20,2556.0,29.23
JAGITYAL,METPALLY,MALLAPOOR,MEDIPALLY-IBP,VARSHKONDA,2,COMMERCIAL,99,89,10714.0,128.74
JAGITYAL,METPALLY,MALLAPOOR,RAGHAVAPET,CHITTAPOOR,2,COMMERCIAL,73,60,7655.0,109.127
JAGITYAL,METPALLY,MALLAPOOR,RAGHAVAPET,DHARMARAM,2,COMMERCIAL,39,31,3696.0,107.996
JAGITYAL,METPALLY,MALLAPOOR,RAGHAVAPET,GUNDAMPALLY,2,COMMERCIAL,42,36,4425.0,79.77
JAGITYAL,METPALLY,MALLAPOOR,RAGHAVAPET,Hussain nagar,2,COMMERCIAL,2,2,374.0,1.9
JAGITYAL,METPALLY,MALLAPOOR,RAGHAVAPET,MUTHYAMPET,2,COMMERCIAL,60,52,7107.0,94.185
JAGITYAL,METPALLY,MALLAPOOR,RAGHAVAPET,NADIKUDE,2,COMMERCIAL,9,8,139.0,12.84
JAGITYAL,METPALLY,MALLAPOOR,RAGHAVAPET,RAGHAVAPET,2,COMMERCIAL,85,76,13235.0,155.99
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY RURAL,SHATAPUR,2,COMMERCIAL,9,8,119.0,11.0
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY RURAL,SHATHAPUR XROAD THANDA,2,COMMERCIAL,2,2,146.0,2.0
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY RURAL,THEEGARAM,2,COMMERCIAL,14,14,691.0,17.69
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY RURAL,THIRUMALAGIRI,2,COMMERCIAL,12,10,1051.0,26.66
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY RURAL,THORRUR,2,COMMERCIAL,44,35,5954.0,81.59
KAMAREDDY,KAMAREDDY,Kamareddy Rural,RAMAREDDY,ANNARAM (R),2,COMMERCIAL,53,47,7057.0,109.656
KAMAREDDY,YELLAREDDY,LINGAMPET,LINGAMPET,POLKAMPET,2,COMMERCIAL,28,25,6529.0,35.657
KAMAREDDY,YELLAREDDY,LINGAMPET,LINGAMPET,POTHAIPALLY,2,COMMERCIAL,10,8,4958.0,28.506
KAMAREDDY,YELLAREDDY,LINGAMPET,LINGAMPET,RAMPALLY,2,COMMERCIAL,3,3,50.0,2.99
KAMAREDDY,YELLAREDDY,LINGAMPET,LINGAMPET,SURAIPALLY,2,COMMERCIAL,6,4,77.0,6.252
KAMAREDDY,YELLAREDDY,LINGAMPET,LINGAMPET,YELLARAM,2,COMMERCIAL,1,1,0.0,3.0
KAMAREDDY,YELLAREDDY,LINGAMPET,SARVAPOOR,CHENNAPOOR,2,COMMERCIAL,2,2,26.0,1.93
KAMAREDDY,YELLAREDDY,LINGAMPET,SARVAPOOR,CHINNA POTHANGAL,2,COMMERCIAL,7,5,96.0,10.336
KAMAREDDY,YELLAREDDY,LINGAMPET,SARVAPOOR,GANDIVET,2,COMMERCIAL,37,30,2666.0,51.816
KAMAREDDY,YELLAREDDY,LINGAMPET,SARVAPOOR,MATHUSANGAM,2,COMMERCIAL,14,13,491.0,27.22
KAMAREDDY,YELLAREDDY,LINGAMPET,SARVAPOOR,MEDPALLI,2,COMMERCIAL,13,7,241.0,14.996
KARIMNAGAR,HUZURABAD,HUZURABAD,SAIDAPUR,GUNDLAPALLI,2,COMMERCIAL,4,4,255.0,9.0
KARIMNAGAR,HUZURABAD,HUZURABAD,SAIDAPUR,JAGIRIPALLY,2,COMMERCIAL,12,11,655.0,20.3
KARIMNAGAR,HUZURABAD,HUZURABAD,SAIDAPUR,KOMPALLY,2,COMMERCIAL,3,3,224.0,3.0
KARIMNAGAR,HUZURABAD,HUZURABAD,SAIDAPUR,LASMANNAPALLY,2,COMMERCIAL,11,11,140.0,11.02
KARIMNAGAR,HUZURABAD,HUZURABAD,SAIDAPUR,NALLARAMAIAHPALLY,2,COMMERCIAL,3,3,70.0,4.0
KARIMNAGAR,HUZURABAD,HUZURABAD,SAIDAPUR,PERKAPALLY,2,COMMERCIAL,16,16,1225.0,26.505
KARIMNAGAR,HUZURABAD,HUZURABAD,SAIDAPUR,RAIKAL,2,COMMERCIAL,46,44,2595.0,69.345
KARIMNAGAR,HUZURABAD,HUZURABAD,SAIDAPUR,RAIKAL THANDA,2,COMMERCIAL,4,4,384.0,9.0
KARIMNAGAR,HUZURABAD,HUZURABAD,SAIDAPUR,RAMACHNDRAPUR,2,COMMERCIAL,9,9,3913.0,26.0
KARIMNAGAR,HUZURABAD,HUZURABAD,SAIDAPUR,RAMULAPALLY,2,COMMERCIAL,5,5,517.0,7.73
KARIMNAGAR,HUZURABAD,HUZURABAD,SAIDAPUR,SAIDAPUR,2,COMMERCIAL,137,122,7907.0,229.955
KARIMNAGAR,HUZURABAD,HUZURABAD,SAIDAPUR,SARVAIPET,2,COMMERCIAL,6,6,201.0,9.0
KARIMNAGAR,KARIMNAGAR,KARIMNAGAR TOWN 2,KRN TOWN 6,SHIVA THEATRE,2,COMMERCIAL,227,222,26634.0,504.58
KARIMNAGAR,KARIMNAGAR,KARIMNAGAR TOWN 2,KRN TOWN 6,SRI RAM NAGAR ,2,COMMERCIAL,211,208,20960.0,538.98
KARIMNAGAR,KARIMNAGAR,KARIMNAGAR TOWN 2,KRN TOWN 6,VENKATESHWARA KAMAN,2,COMMERCIAL,145,141,11433.0,279.756
KARIMNAGAR,KARIMNAGAR,KARIMNAGAR TOWN 2,KRN TOWN 6,VIDHYA NAGAR ,2,COMMERCIAL,218,216,20346.0,525.0
KARIMNAGAR,KARIMNAGAR,KARIMNAGAR TOWN 2,KRN TOWN 7,AKULA SHAILAJA HOSPITAL AREA,2,COMMERCIAL,315,298,29025.0,625.85
KARIMNAGAR,KARIMNAGAR,KARIMNAGAR TOWN 2,KRN TOWN 7,AOS COLONY,2,COMMERCIAL,85,85,4808.0,259.85
KARIMNAGAR,KARIMNAGAR,KARIMNAGAR TOWN 2,KRN TOWN 7,GODAMGADDA ,2,COMMERCIAL,199,189,10528.0,413.44
KARIMNAGAR,KARIMNAGAR,KARIMNAGAR TOWN 2,KRN TOWN 7,GOPAL RAO BUILDING,2,COMMERCIAL,315,304,25090.0,612.63
KARIMNAGAR,KARIMNAGAR,KARIMNAGAR TOWN 2,KRN TOWN 7,II TOWN POLICE STATION,2,COMMERCIAL,572,549,72600.0,1204.88
KARIMNAGAR,KARIMNAGAR,KARIMNAGAR TOWN 2,KRN TOWN 7,KASHMIRGADDA,2,COMMERCIAL,386,374,32914.0,724.76
KARIMNAGAR,KARIMNAGAR,KARIMNAGAR TOWN 2,KRN TOWN 7,MANKAMMATHOTA ,2,COMMERCIAL,117,70,5470.0,391.96
KARIMNAGAR,KARIMNAGAR,KARIMNAGAR TOWN 2,KRN TOWN 7,NON SLAB,2,COMMERCIAL,126,117,177903.0,1943.88
KARIMNAGAR,KARIMNAGAR,KARIMNAGAR TOWN 2,KRN TOWN 7,P  CIRCLE,2,COMMERCIAL,6,0,0.0,27.8
KARIMNAGAR,KARIMNAGAR,KARIMNAGAR TOWN 2,KRN TOWN 7,R  CIRCLE,2,COMMERCIAL,12,0,0.0,81.78
KARIMNAGAR,KARIMNAGAR,KARIMNAGAR TOWN 2,KRN TOWN 7,RAMCHANDRAPUR COLONY ,2,COMMERCIAL,146,146,9256.0,406.25
KARIMNAGAR,KARIMNAGAR,KARIMNAGAR TOWN 2,KRN TOWN 7,SAPTHAGIRI COLONY,2,COMMERCIAL,183,179,9155.0,389.8
KARIMNAGAR,KARIMNAGAR RURAL,Gangadhara,ACHAMPALLY,UPPERMALLIAL,2,COMMERCIAL,59,53,6332.0,104.22
KARIMNAGAR,KARIMNAGAR RURAL,Gangadhara,ACHAMPALLY,VENKAMPALLY H/O.UPPE,2,COMMERCIAL,13,12,2482.0,22.18
KARIMNAGAR,KARIMNAGAR RURAL,Gangadhara,ACHAMPALLY,WADDIARAM,2,COMMERCIAL,52,42,17267.0,192.9
KARIMNAGAR,KARIMNAGAR RURAL,Gangadhara,ARNAKONDA,ARNAKONDA,2,COMMERCIAL,133,123,17381.0,284.632
KARIMNAGAR,KARIMNAGAR RURAL,Gangadhara,ARNAKONDA,CHITYALAPALLY,2,COMMERCIAL,15,9,471.0,20.18
KARIMNAGAR,KARIMNAGAR RURAL,Gangadhara,ARNAKONDA,DESHAIPET,2,COMMERCIAL,18,17,1218.0,28.4
KARIMNAGAR,KARIMNAGAR RURAL,Gangadhara,ARNAKONDA,GUMLAPUR,2,COMMERCIAL,67,61,9999.0,189.03
KARIMNAGAR,KARIMNAGAR RURAL,Gangadhara,ARNAKONDA,KATNEPALLY,2,COMMERCIAL,56,50,7095.0,112.5
KHAMMAM,KHAMMAM,KHAMMAM TOWN 2,KHAMMAM URBAN,KOTHURU,2,COMMERCIAL,1,0,0.0,40.0
KHAMMAM,KHAMMAM,KHAMMAM TOWN 2,KHAMMAM URBAN,TEKULAPALLI,2,COMMERCIAL,633,553,131993.0,2145.95
KHAMMAM,KHAMMAM,KHAMMAM TOWN 2,KHAMMAM URBAN,V. VENKATAYA PALEM,2,COMMERCIAL,220,170,34353.0,660.895
KHAMMAM,KHAMMAM,KHAMMAM TOWN 2,KHAMMAM URBAN,VELUGUMATLA,2,COMMERCIAL,226,201,47660.0,781.006
KHAMMAM,KHAMMAM,KHAMMAM TOWN 2,MAMATHA ROAD,ALLIPURAM,2,COMMERCIAL,48,43,9883.0,134.4
KHAMMAM,KHAMMAM,KHAMMAM TOWN 2,MAMATHA ROAD,GOLLAGUDEM,2,COMMERCIAL,88,78,9662.0,233.02
KHAMMAM,KHAMMAM,KHAMMAM TOWN 2,MAMATHA ROAD,GOPALAPURAM-MR,2,COMMERCIAL,73,73,25996.0,303.015
KHAMMAM,KHAMMAM,KHAMMAM TOWN 2,MAMATHA ROAD,KOTHAGUDEM,2,COMMERCIAL,89,78,9336.0,170.34
KHAMMAM,KHAMMAM,KHAMMAM TOWN 2,MAMATHA ROAD,PUTTAKOTA,2,COMMERCIAL,37,26,4780.0,166.41
KHAMMAM,KHAMMAM,PEDDA GOPATHI,KONIJERLA,MEKALAKUNTA,2,COMMERCIAL,5,5,326.0,7.55
KHAMMAM,KHAMMAM,PEDDA GOPATHI,KONIJERLA,PALLIPADU,2,COMMERCIAL,126,113,12086.0,243.1
KHAMMAM,KHAMMAM,PEDDA GOPATHI,KONIJERLA,PEDDA RAMAPURAM,2,COMMERCIAL,26,20,1070.0,53.696
KHAMMAM,KHAMMAM,PEDDA GOPATHI,KONIJERLA,RATHNAPURAM,2,COMMERCIAL,1,1,13.0,3.0
KHAMMAM,KHAMMAM,PEDDA GOPATHI,KONIJERLA,S.VENKATAPURAM,2,COMMERCIAL,11,11,687.0,10.04
KHAMMAM,KHAMMAM,PEDDA GOPATHI,KONIJERLA,SALEBANZARA,2,COMMERCIAL,9,7,178.0,16.65
KHAMMAM,KHAMMAM,PEDDA GOPATHI,KONIJERLA,SIDDINAGAR,2,COMMERCIAL,11,11,782.0,15.233
KHAMMAM,KHAMMAM,PEDDA GOPATHI,KONIJERLA,SINGARAYAPALEM,2,COMMERCIAL,42,37,7102.0,78.26
JAGITYAL,JAGITYAL,GOLLAPALLY,BATHIKEPALLY,RANGA DHAVANIPALLY,2,COMMERCIAL,34,32,1153.0,50.508
JAGITYAL,JAGITYAL,GOLLAPALLY,BATHIKEPALLY,SHALAPALLE,2,COMMERCIAL,14,14,684.0,18.0
JAGITYAL,JAGITYAL,GOLLAPALLY,BATHIKEPALLY,SUDDALAPALLY,2,COMMERCIAL,52,43,4727.0,86.065
JAGITYAL,JAGITYAL,GOLLAPALLY,BATHIKEPALLY,THIRUMALAPOOR,2,COMMERCIAL,39,36,6707.0,76.124
JAGITYAL,JAGITYAL,GOLLAPALLY,BATHIKEPALLY,VENGALAIPETA,2,COMMERCIAL,43,33,3073.0,77.427
JAGITYAL,JAGITYAL,GOLLAPALLY,CHILAVAKODOOR,ABBAPOOR,2,COMMERCIAL,12,11,1722.0,36.505
JAGITYAL,JAGITYAL,GOLLAPALLY,CHILAVAKODOOR,ATMAKUR,2,COMMERCIAL,16,15,1166.0,23.825
JAGITYAL,JAGITYAL,GOLLAPALLY,CHILAVAKODOOR,BHEEMRAJPALLY,2,COMMERCIAL,6,5,95.0,8.0
JAGITYAL,JAGITYAL,GOLLAPALLY,CHILAVAKODOOR,BONKOOR,2,COMMERCIAL,22,20,5752.0,45.44
JAGITYAL,JAGITYAL,GOLLAPALLY,CHILAVAKODOOR,CHENDOLI,2,COMMERCIAL,53,41,4449.0,94.999
JAGITYAL,JAGITYAL,Jagitial Town,POLASA,KALLEDA,2,COMMERCIAL,132,122,12396.0,247.63
JAGITYAL,JAGITYAL,Jagitial Town,POLASA,KANDLAPALLY,2,COMMERCIAL,5,5,116.0,7.0
JAGITYAL,JAGITYAL,Jagitial Town,POLASA,KANNAPOOR,2,COMMERCIAL,8,7,3197.0,29.36
JAGITYAL,JAGITYAL,Jagitial Town,POLASA,LAXMIPOOR,2,COMMERCIAL,102,97,14322.0,191.86
JAGITYAL,JAGITYAL,Jagitial Town,POLASA,PERKAPALLY,2,COMMERCIAL,34,31,2179.0,75.136
JAGITYAL,JAGITYAL,Jagitial Town,POLASA,POLASA,2,COMMERCIAL,115,99,30185.0,483.778
JAGITYAL,JAGITYAL,Jagitial Town,POLASA,PORANDLA,2,COMMERCIAL,64,61,10710.0,108.785
JAGITYAL,JAGITYAL,Jagitial Town,POLASA,SANGAMPALLY,2,COMMERCIAL,22,22,3908.0,56.88
JAGITYAL,JAGITYAL,Jagitial Town,POLASA,SOMANPALLY,2,COMMERCIAL,10,9,118.0,8.4
JAGITYAL,JAGITYAL,Jagitial Town,POLASA,THAKKALLAPALLY I,2,COMMERCIAL,37,35,6282.0,91.061
JAGITYAL,METPALLY,MALLAPOOR,MALLAPOOR,VEMPALLY VENKATRAOPE,2,COMMERCIAL,104,93,10770.0,176.758
JAGITYAL,METPALLY,MALLAPOOR,MEDIPALLY-IBP,AMMAKKAPET,2,COMMERCIAL,38,31,4804.0,63.42
JAGITYAL,METPALLY,MALLAPOOR,MEDIPALLY-IBP,BANDALINGAPOOR,2,COMMERCIAL,137,122,18509.0,215.409
JAGITYAL,METPALLY,MALLAPOOR,MEDIPALLY-IBP,CHERLA KONDAPUR,2,COMMERCIAL,11,11,396.0,13.48
JAGITYAL,METPALLY,MALLAPOOR,MEDIPALLY-IBP,DABBA,2,COMMERCIAL,58,49,5448.0,93.85
JAGITYAL,METPALLY,MALLAPOOR,MEDIPALLY-IBP,ERRAPOOR,2,COMMERCIAL,4,4,181.0,4.16
JAGITYAL,METPALLY,MALLAPOOR,MEDIPALLY-IBP,KOMATI KONDAPOOR,2,COMMERCIAL,39,33,2607.0,46.192
JAGITYAL,METPALLY,MALLAPOOR,MEDIPALLY-IBP,MAIDIPALLY (W),2,COMMERCIAL,99,74,5171.0,166.272
JAGITYAL,METPALLY,MALLAPOOR,MEDIPALLY-IBP,RAJESHWARAO PET,2,COMMERCIAL,17,15,587.0,20.5
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY RURAL,KISTAPUR THANDA,2,COMMERCIAL,2,2,41.0,3.0
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY RURAL,KOTHULABAD,2,COMMERCIAL,20,18,1302.0,38.56
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY RURAL,LAXMINARAYANAPUR,2,COMMERCIAL,21,16,867.0,33.74
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY RURAL,LOUDYA THANDA,2,COMMERCIAL,1,1,0.0,1.0
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY RURAL,MANCHUPPALA,2,COMMERCIAL,27,25,2786.0,55.69
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY RURAL,MILARAM,2,COMMERCIAL,4,4,682.0,9.0
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY RURAL,NARSINGAPURAM THANDA,2,COMMERCIAL,4,4,350.0,8.0
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY RURAL,PALGUBODU THANDA,2,COMMERCIAL,1,1,0.0,3.0
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY RURAL,PEDDA THANDA (B),2,COMMERCIAL,6,6,156.0,8.0
JANGAON,GHANPUR,PALAKURTHY,PALAKURTHY RURAL,RAGHAVAPUR,2,COMMERCIAL,3,3,64.0,1.95
JANGAON,JANGAON,RAGHUNATHPALLY,QUILASHAPUR,MEKALAGATTU,2,COMMERCIAL,15,10,5393.0,33.45
JANGAON,JANGAON,RAGHUNATHPALLY,QUILASHAPUR,NAKKABOKKALA THANDA,2,COMMERCIAL,2,2,59.0,3.0
JANGAON,JANGAON,RAGHUNATHPALLY,QUILASHAPUR,POTTIGUBBADI THANDA,2,COMMERCIAL,3,3,29.0,3.75
JANGAON,JANGAON,RAGHUNATHPALLY,QUILASHAPUR,QUILASHAPUR,2,COMMERCIAL,118,111,12800.0,272.93
JANGAON,JANGAON,RAGHUNATHPALLY,QUILASHAPUR,RAMRAJBUNGLAW,2,COMMERCIAL,8,5,150.0,15.44
JANGAON,JANGAON,RAGHUNATHPALLY,QUILASHAPUR,SOMAIAHKUNTA THANDA,2,COMMERCIAL,4,4,73.0,6.24
JANGAON,JANGAON,RAGHUNATHPALLY,QUILASHAPUR,VELDI,2,COMMERCIAL,39,32,6058.0,97.9
JANGAON,JANGAON,RAGHUNATHPALLY,QUILASHAPUR,VEPALAGADDA THANDA,2,COMMERCIAL,5,5,139.0,5.24
JANGAON,JANGAON,RAGHUNATHPALLY,RAGHUNATHPALLY,AYYAVARI GUDEM,2,COMMERCIAL,2,1,55.0,1.12
KAMAREDDY,BANSWADA,BICHKUNDA,MADNOOR,SALABATHPOOR,2,COMMERCIAL,35,16,3933.0,102.76
KAMAREDDY,BANSWADA,BICHKUNDA,MADNOOR,SHAKAPOOR,2,COMMERCIAL,11,9,1315.0,20.499
KAMAREDDY,BANSWADA,BICHKUNDA,MADNOOR,SHAKKERGA BIG,2,COMMERCIAL,25,25,1416.0,42.07
KAMAREDDY,BANSWADA,BICHKUNDA,MADNOOR,SHAKKERGA SMALL,2,COMMERCIAL,5,5,222.0,7.982
KAMAREDDY,BANSWADA,BICHKUNDA,MADNOOR,SOMOOR,2,COMMERCIAL,10,9,4964.0,30.24
KAMAREDDY,BANSWADA,BICHKUNDA,MADNOOR,TADGOOR BIG,2,COMMERCIAL,45,37,5795.0,87.639
KAMAREDDY,BANSWADA,BICHKUNDA,MADNOOR,TADGOOR SMALL,2,COMMERCIAL,5,5,98.0,4.52
KAMAREDDY,BANSWADA,BICHKUNDA,MENOOR,DONGLI,2,COMMERCIAL,73,62,9042.0,120.688
KAMAREDDY,BANSWADA,BICHKUNDA,MENOOR,DOTHI,2,COMMERCIAL,12,9,203.0,16.07
KAMAREDDY,BANSWADA,BICHKUNDA,MENOOR,EMBORA,2,COMMERCIAL,5,3,238.0,17.5
KAMAREDDY,KAMAREDDY,Kamareddy Rural,MACHAREDDY,LAXMIRAJPALLY,2,COMMERCIAL,23,21,3148.0,53.281
KAMAREDDY,KAMAREDDY,Kamareddy Rural,MACHAREDDY,MACHAREDDY,2,COMMERCIAL,166,130,18224.0,367.438
KAMAREDDY,KAMAREDDY,Kamareddy Rural,MACHAREDDY,NADIMI THANDA,2,COMMERCIAL,1,1,0.0,1.0
KAMAREDDY,KAMAREDDY,Kamareddy Rural,MACHAREDDY,RATHNAGIRIPALLY,2,COMMERCIAL,20,18,759.0,25.002
KAMAREDDY,KAMAREDDY,Kamareddy Rural,MACHAREDDY,SOMARPET,2,COMMERCIAL,30,27,5335.0,58.936
KAMAREDDY,KAMAREDDY,Kamareddy Rural,MACHAREDDY,YELLAMPET,2,COMMERCIAL,22,19,5396.0,29.826
KARIMNAGAR,KARIMNAGAR,KARIMNAGAR TOWN 2,KRN TOWN 4,VASUDEVA COLONY ,2,COMMERCIAL,69,66,6084.0,204.0
KARIMNAGAR,KARIMNAGAR,KARIMNAGAR TOWN 2,KRN TOWN 4,VENKATESHWARA COLONY ,2,COMMERCIAL,57,54,4910.0,204.5
KARIMNAGAR,KARIMNAGAR,KARIMNAGAR TOWN 2,KRN TOWN 4,VIGNESHWARA COLONY,2,COMMERCIAL,33,29,2037.0,78.0
KARIMNAGAR,KARIMNAGAR,KARIMNAGAR TOWN 2,KRN TOWN 6,BHAGYA NAGAR,2,COMMERCIAL,287,286,25506.0,488.649
KARIMNAGAR,KARIMNAGAR,KARIMNAGAR TOWN 2,KRN TOWN 6,I CIRCLE,2,COMMERCIAL,84,81,126060.0,1579.043
KARIMNAGAR,KARIMNAGAR,KARIMNAGAR TOWN 2,KRN TOWN 6,I.B CHOWRASTA ,2,COMMERCIAL,657,619,102768.0,1763.737
KARIMNAGAR,KARIMNAGAR,KARIMNAGAR TOWN 2,KRN TOWN 6,JYOTHI NAGAR,2,COMMERCIAL,212,205,21945.0,386.99
KARIMNAGAR,KARIMNAGAR,KARIMNAGAR TOWN 2,KRN TOWN 6,K  CIRCLE,2,COMMERCIAL,97,92,136180.0,1556.38
KARIMNAGAR,KARIMNAGAR,KARIMNAGAR TOWN 2,KRN TOWN 6,SANTHOSH NAGAR ,2,COMMERCIAL,171,171,12308.0,314.44
KARIMNAGAR,KARIMNAGAR,KARIMNAGAR TOWN 2,KRN TOWN 6,SHAKTHI TEMPLE,2,COMMERCIAL,77,76,9672.0,176.23
KARIMNAGAR,KARIMNAGAR RURAL,Gangadhara,ACHAMPALLY,GARSHAKURTHY,2,COMMERCIAL,158,152,15437.0,308.29
KARIMNAGAR,KARIMNAGAR RURAL,Gangadhara,ACHAMPALLY,GATTUBOOTHKUR,2,COMMERCIAL,55,51,11010.0,112.4
KARIMNAGAR,KARIMNAGAR RURAL,Gangadhara,ACHAMPALLY,GOPALRAOPET H/oMALLA,2,COMMERCIAL,11,10,390.0,16.64
KARIMNAGAR,KARIMNAGAR RURAL,Gangadhara,ACHAMPALLY,HIMMATHNAGAR,2,COMMERCIAL,18,17,886.0,30.5
KARIMNAGAR,KARIMNAGAR RURAL,Gangadhara,ACHAMPALLY,KASARAM,2,COMMERCIAL,7,7,220.0,8.5
KARIMNAGAR,KARIMNAGAR RURAL,Gangadhara,ACHAMPALLY,MALLAPOOR,2,COMMERCIAL,25,25,4971.0,60.64
KARIMNAGAR,KARIMNAGAR RURAL,Gangadhara,ACHAMPALLY,RANGARAOPALLY,2,COMMERCIAL,20,18,649.0,29.46
KARIMNAGAR,KARIMNAGAR RURAL,Gangadhara,ACHAMPALLY,THADIJERRY,2,COMMERCIAL,20,19,2352.0,43.72
KHAMMAM,KHAMMAM,KHAMMAM TOWN 2,KHAMMAM TOWN-4,DAMSALAPURAM,2,COMMERCIAL,82,65,9756.0,183.42
KHAMMAM,KHAMMAM,KHAMMAM TOWN 2,KHAMMAM TOWN-4,KOTHURU,2,COMMERCIAL,321,287,42378.0,1138.3
KHAMMAM,KHAMMAM,KHAMMAM TOWN 2,KHAMMAM TOWN-4,SEETARAMPURAM,2,COMMERCIAL,12,9,118.0,22.57
KHAMMAM,KHAMMAM,KHAMMAM TOWN 2,KHAMMAM TOWN-4,ZONE (17) KHAMMAM,2,COMMERCIAL,505,463,221288.0,2886.406
KHAMMAM,KHAMMAM,KHAMMAM TOWN 2,KHAMMAM TOWN-4,ZONE (18) KHAMMAM,2,COMMERCIAL,795,712,92223.0,1705.382
KHAMMAM,KHAMMAM,KHAMMAM TOWN 2,KHAMMAM TOWN-4,ZONE (19) KHAMMAM,2,COMMERCIAL,408,380,43096.0,906.84
KHAMMAM,KHAMMAM,KHAMMAM TOWN 2,KHAMMAM TOWN-4,ZONE (20),2,COMMERCIAL,353,339,28750.0,624.37
KHAMMAM,KHAMMAM,KHAMMAM TOWN 2,KHAMMAM URBAN,DHAMSALAPURAM,2,COMMERCIAL,1,0,0.0,0.1
KHAMMAM,KHAMMAM,KHAMMAM TOWN 2,KHAMMAM URBAN,GOPALAPURAM,2,COMMERCIAL,198,175,61120.0,789.9
KHAMMAM,KHAMMAM,KHAMMAM TOWN 2,KHAMMAM URBAN,KHANAPURAM,2,COMMERCIAL,173,159,10632.0,425.91
KHAMMAM,KHAMMAM,PEDDA GOPATHI,KONIJERLA,G.R.MADUGU,2,COMMERCIAL,33,28,5317.0,113.26
KHAMMAM,KHAMMAM,PEDDA GOPATHI,KONIJERLA,GADDALAGUDEM,2,COMMERCIAL,11,10,160.0,15.0
KHAMMAM,KHAMMAM,PEDDA GOPATHI,KONIJERLA,GOPAVARAM,2,COMMERCIAL,19,14,1687.0,30.2
KHAMMAM,KHAMMAM,PEDDA GOPATHI,KONIJERLA,GUBBAGURTHI,2,COMMERCIAL,52,46,10092.0,130.54
KHAMMAM,KHAMMAM,PEDDA GOPATHI,KONIJERLA,KONIJERLA,2,COMMERCIAL,390,355,52329.0,785.44
KHAMMAM,KHAMMAM,PEDDA GOPATHI,KONIJERLA,LAXMIPURAM-K,2,COMMERCIAL,7,3,90.0,7.5
KHAMMAM,KHAMMAM,PEDDA GOPATHI,KONIJERLA,LINGAGUDEM,2,COMMERCIAL,14,9,2643.0,39.55
KHAMMAM,KHAMMAM,PEDDA GOPATHI,KONIJERLA,MALLUPALLY,2,COMMERCIAL,18,14,474.0,22.85
KHAMMAM,KHAMMAM RURAL,KUSUMANCHI,NELAKONDAPALLY,PYNAMPALLY,2,COMMERCIAL,63,56,2383.0,116.72
KHAMMAM,KHAMMAM RURAL,KUSUMANCHI,NELAKONDAPALLY,RAJARAMPET,2,COMMERCIAL,1,0,0.0,1.0
KHAMMAM,KHAMMAM RURAL,KUSUMANCHI,NELAKONDAPALLY,RAVIGUDEM,2,COMMERCIAL,42,39,5481.0,94.08
KHAMMAM,KHAMMAM RURAL,KUSUMANCHI,NELAKONDAPALLY,REGULGUDEMTANDA,2,COMMERCIAL,2,1,0.0,3.1
